gene_name	number_of_transposon_per_gene	number_of_read_pergene
YFR032C-B 	22 	319 	
QCR6 	12 	119 	
PHO4 	33 	352 	
YFR034W-A 	5 	6 	
YFR035C 	8 	18 	
CDC26 	20 	337 	
YFR036W-A 	13 	208 	
RSC8 	33 	432 	
IRC5 	137 	1303 	
OSW7 	126 	852 	
SAP155 	281 	3860 	
ERJ5 	35 	329 	
KEG1 	21 	222 	
IRC6 	38 	90 	
DUG1 	66 	1307 	
YFR045W 	20 	301 	
CNN1 	35 	563 	
BNA6 	12 	70 	
RMD8 	28 	464 	
YMR31 	15 	220 	
PRE4 	48 	1454 	
RET2 	70 	2519 	
RPN12 	13 	232 	
YFR052C-A 	4 	9 	
HXK1 	48 	1292 	
YFR054C 	74 	2541 	
YFR056C 	25 	65 	
IRC7 	97 	354 	
YFR057W 	13 	113 	
COS12 	20 	511 	
YGL262W 	9 	26 	
PAU11 	28 	438 	
YGL260W 	11 	35 	
YPS5 	18 	408 	
YGL258W-A 	30 	514 	
VEL1 	22 	131 	
MNT2 	32 	550 	
ADH4 	25 	399 	
ZRT1 	57 	953 	
FZF1 	37 	396 	
HXK2 	98 	2469 	
RTG2 	104 	1362 	
HFM1 	187 	3739 	
RMR1 	63 	2197 	
ZIP2 	190 	4767 	
PDE1 	75 	2206 	
BRR6 	26 	398 	
RAI1 	60 	1664 	
GUS1 	141 	4368 	
RTF1 	94 	1216 	
TAD1 	77 	2218 	
YGL242C 	40 	808 	
KAP114 	160 	4816 	
DOC1 	35 	659 	
YGL239C 	5 	126 	
CSE1 	103 	2445 	
HAP2 	85 	1420 	
MTO1 	72 	961 	
YGL235W 	2 	2 	
ADE5
SEC15 	115 	4245 	
TAN1 	88 	3645 	
EMC4 	6 	61 	
YGL230C 	6 	47 	
SAP4 	73 	1545 	
SHE10 	331 	10450 	
VID30 	367 	15651 	
OST5 	3 	7 	
MTC3 	45 	749 	
VRG4 	5 	28 	
SDT1 	2 	2 	
COG1 	65 	2208 	
EDC1 	25 	688 	
NIF3 	91 	3099 	
FRA2 	36 	550 	
MDM34 	82 	2341 	
YGL218W 	40 	1196 	
YGL217C 	27 	415 	
KIP3 	113 	2782 	
CLG1 	69 	1782 	
YGL214W 	14 	202 	
SKI8 	57 	1437 	
VAM7 	55 	1370 	
NCS6 	80 	2303 	
YPT32 	28 	1124 	
MIG2 	41 	474 	
SIP2 	14 	109 	
SPT16 	123 	3229 	
CHC1 	181 	4271 	
POX1 	169 	5628 	
YGL204C 	9 	164 	
KEX1 	184 	5884 	
ARO8 	38 	540 	
MCM6 	157 	3247 	
EMP24 	16 	248 	
YGL199C 	26 	465 	
YIP4 	49 	1267 	
MDS3 	278 	11849 	
DSD1 	105 	2296 	
GCN1 	845 	33231 	
YGL194C-A 	25 	339 	
HOS2 	180 	4003 	
YGL193C 	99 	4310 	
IME4 	172 	8259 	
COX13 	34 	351 	
CDC55 	186 	11976 	
RPS26A 	9 	156 	
YGL188C-A 	2 	1 	
YGL188C 	0 	0 	
COX4 	2 	5 	
TPN1 	300 	15905 	
YGL185C 	217 	7486 	
STR3 	260 	10382 	
MND1 	44 	1076 	
YGL182C 	1 	0 	
GTS1 	100 	6530 	
ATG1 	462 	2476 	
TOS3 	364 	1882 	
MPT5 	210 	9772 	
YGL177W 	30 	540 	
YGL176C 	117 	4675 	
SAE2 	8 	41 	
BUD13 	65 	2626 	
XRN1 	543 	21063 	
NUP49 	220 	10172 	
ROK1 	180 	3994 	
SPO74 	120 	3300 	
SUA5 	67 	1241 	
HUR1 	24 	234 	
PMR1 	391 	11262 	
CUP2 	108 	4145 	
YGL165C 	99 	3716 	
YRB30 	157 	3589 	
RAD54 	144 	3339 	
SUT1 	96 	3751 	
YIP5 	63 	1521 	
AIM14 	90 	2113 	
YGL159W 	30 	780 	
RCK1 	105 	3157 	
ARI1 	43 	442 	
AMS1 	190 	3294 	
CDC43 	99 	1408 	
LYS5 	26 	321 	
PEX14 	35 	339 	
YGL152C 	23 	134 	
NUT1 	193 	4152 	
INO80 	168 	2646 	
YGL149W 	7 	76 	
ARO2 	55 	965 	
RPL9A 	20 	296 	
RRT6 	20 	351 	
TIP20 	122 	1038 	
ROG1 	320 	3031 	
MRF1 	161 	1590 	
GPI10 	65 	1021 	
HUL5 	127 	1660 	
YGL140C 	94 	1524 	
FLC3 	41 	683 	
YGL138C 	54 	1612 	
SEC27 	102 	3042 	
MRM2 	15 	180 	
RPL1B 	12 	85 	
PCL10 	48 	623 	
ITC1 	374 	7392 	
YGL132W 	40 	311 	
SNT2 	378 	2079 	
CEG1 	122 	1606 	
RSM23 	14 	114 	
CWC23 	34 	778 	
SOH1 	7 	47 	
SCS3 	15 	68 	
MET13 	70 	1432 	
MON1 	43 	746 	
RPS2 	23 	565 	
YGL123C-A 	10 	143 	
NAB2 	54 	1085 	
GPG1 	20 	254 	
PRP43 	83 	1982 	
COQ8 	25 	177 	
YGL118C 	9 	101 	
YGL117W 	16 	309 	
CDC20 	89 	1972 	
SNF4 	26 	309 	
YGL114W 	49 	811 	
SLD3 	76 	1977 	
TAF6 	7 	41 	
NSA1 	47 	929 	
CUE3 	60 	1300 	
YGL109W 	11 	77 	
YGL108C 	18 	146 	
RMD9 	75 	1790 	
MLC1 	14 	65 	
ARC1 	15 	56 	
VPS73 	48 	745 	
RPL28 	29 	619 	
YGL102C 	2 	2 	
YGL101W 	7 	95 	
SEH1 	13 	129 	
LSG1 	75 	1909 	
USE1 	20 	262 	
SRM1 	56 	863 	
TOS8 	24 	293 	
VPS45 	55 	1189 	
PAN2 	136 	2743 	
SPC105 	67 	981 	
NUP145 	127 	2473 	
NBP35 	36 	742 	
LIF1 	65 	1410 	
MF
YGL088W 	14 	194 	
MMS2 	21 	656 	
MAD1 	117 	3107 	
LCL3 	25 	865 	
GUP1 	72 	1561 	
SCY1 	64 	971 	
YGL082W 	75 	938 	
YGL081W 	48 	844 	
FMP37 	3 	7 	
KXD1 	15 	258 	
DBP3 	27 	249 	
HNM1 	88 	2439 	
RPL7A 	34 	566 	
MPS2 	52 	937 	
YGL074C 	9 	67 	
HSF1 	164 	4855 	
YGL072C 	47 	1049 	
AFT1 	90 	1952 	
RPB9 	18 	346 	
YGL069C 	15 	180 	
MNP1 	18 	258 	
NPY1 	81 	2907 	
SGF73 	60 	1230 	
ALG2 	52 	817 	
MRH4 	44 	1002 	
PUS2 	61 	1630 	
YGL063C-A 	2 	1 	
PYC1 	71 	1501 	
DUO1 	11 	244 	
YBP2 	137 	2772 	
PKP2 	43 	863 	
RAD6 	34 	399 	
GEP7 	83 	1940 	
SDS23 	105 	4300 	
OLE1 	33 	136 	
ERV14 	6 	13 	
PRM8 	39 	886 	
YGL052W 	9 	169 	
MST27 	31 	409 	
TYW3 	14 	174 	
TIF4632 	90 	1154 	
RPT6 	18 	226 	
ALG13 	41 	1295 	
RIM8 	100 	2733 	
RNA15 	72 	4525 	
DST1 	32 	462 	
YGL042C 	10 	34 	
YGL041C-B 	8 	98 	
YGL041W-A 	12 	51 	
YGL041C 	4 	9 	
HEM2 	48 	1728 	
YGL039W 	173 	4296 	
OCH1 	163 	7250 	
PNC1 	87 	3562 	
YGL036W 	170 	4079 	
MIG1 	243 	16522 	
YGL034C 	117 	4429 	
HOP2 	73 	1178 	
AGA2 	14 	782 	
RPL24A 	62 	2914 	
RPL30 	78 	4253 	
CGR1 	25 	525 	
SCW11 	101 	2034 	
CWH41 	66 	1293 	
TRP5 	263 	10194 	
PGD1 	77 	2347 	
YGL024W 	21 	419 	
PIB2 	326 	8410 	
STT3 	390 	3023 	
ALK1 	253 	1520 	
GET1 	159 	8646 	
CKB1 	16 	186 	
JAC1 	0 	0 	
ATE1 	5 	33 	
KAP122 	14 	203 	
YGL015C 	19 	109 	
PUF4 	926 	59591 	
YGL014C-A 	93 	7620 	
PDR1 	560 	22375 	
ERG4 	245 	9311 	
SCL1 	20 	300 	
YGL010W 	60 	1756 	
LEU1 	409 	20604 	
PMA1 	357 	13219 	
YGL007C-A 	24 	749 	
BRP1 	31 	732 	
YGL006W-A 	9 	27 	
PMC1 	405 	10553 	
COG7 	268 	1719 	
RPN14 	325 	2422 	
CDH1 	241 	2295 	
ERP6 	61 	192 	
ERG26 	116 	2282 	
AML1 	104 	1514 	
SWC4 	93 	2059 	
CUL3 	163 	4895 	
PEX31 	68 	1993 	
TFG2 	23 	411 	
PRP18 	97 	1918 	
ECT1 	18 	473 	
STF2 	0 	0 	
SEC9 	251 	22716 	
NMA2 	58 	1517 	
YGR011W 	25 	623 	
YGR012W 	85 	1832 	
SNU71 	40 	700 	
MSB2 	225 	4458 	
YGR015C 	35 	462 	
YGR016W 	65 	1241 	
YGR017W 	49 	915 	
YGR018C 	20 	164 	
UGA1 	61 	802 	
VMA7 	8 	53 	
YGR021W 	46 	1542 	
YGR022C 	7 	312 	
MTL1 	65 	1596 	
THG1 	47 	897 	
YGR025W 	18 	686 	
YGR026W 	29 	586 	
RPS25A 	58 	1067 	
MSP1 	8 	193 	
ERV1 	24 	350 	
POP6 	6 	53 	
IMO32 	34 	632 	
NAG1 	21 	303 	
GSC2 	197 	2869 	
TIM21 	52 	819 	
RPL26B 	51 	1149 	
YGR035C 	12 	409 	
YGR035W-A 	4 	5 	
CAX4 	11 	87 	
ACB1 	17 	332 	
ORM1 	31 	735 	
YGR039W 	19 	152 	
KSS1 	16 	225 	
BUD9 	95 	1802 	
YGR042W 	31 	495 	
NQM1 	82 	2920 	
RME1 	45 	1320 	
YGR045C 	8 	208 	
TAM41 	25 	399 	
TFC4 	83 	1507 	
UFD1 	46 	899 	
SCM4 	10 	104 	
YGR050C 	3 	22 	
YGR051C 	24 	645 	
FMP48 	33 	360 	
YGR053C 	37 	878 	
YGR054W 	97 	1672 	
MUP1 	88 	1092 	
RSC1 	115 	3565 	
LST7 	9 	63 	
PEF1 	63 	1685 	
SPR3 	42 	794 	
ERG25 	82 	1765 	
ADE6 	168 	4534 	
COX18 	53 	613 	
SPT4 	5 	12 	
YGR064W 	5 	12 	
VHT1 	60 	834 	
YGR066C 	46 	556 	
YGR067C 	108 	1915 	
ART5 	52 	864 	
YGR068W-A 	3 	18 	
YGR069W 	0 	0 	
ROM1 	69 	1315 	
ENV11 	49 	780 	
UPF3 	20 	358 	
YGR073C 	27 	476 	
SMD1 	21 	237 	
PRP38 	64 	1253 	
MRPL25 	19 	430 	
PEX8 	102 	2943 	
PAC10 	7 	74 	
YGR079W 	44 	1135 	
TWF1 	12 	142 	
SLX9 	23 	422 	
TOM20 	14 	43 	
GCD2 	77 	1718 	
MRP13 	27 	293 	
RPL11B 	28 	1101 	
PIL1 	106 	2874 	
PDC6 	31 	208 	
CTT1 	27 	173 	
NNF2 	143 	2091 	
UTP22 	98 	2684 	
PRP31 	30 	398 	
DBF2 	9 	33 	
DRN1 	52 	791 	
VAS1 	85 	1507 	
RRP46 	9 	41 	
TPC1 	36 	464 	
ASK10 	133 	3021 	
ESP1 	150 	3318 	
TEL2 	31 	510 	
MDR1 	94 	1907 	
PCP1 	12 	46 	
GTF1 	6 	22 	
NOP7 	97 	1564 	
SRB5 	15 	140 	
VMA21 	11 	74 	
VOA1 	32 	581 	
YGR107W 	13 	260 	
CLB1 	71 	1093 	
CLB6 	28 	402 	
CLD1 	58 	1311 	
YGR111W 	12 	139 	
SHY1 	32 	550 	
DAM1 	32 	704 	
YGR114C 	9 	42 	
YGR115C 	66 	823 	
SPT6 	189 	2919 	
YGR117C 	37 	558 	
RPS23A 	27 	465 	
NUP57 	15 	63 	
COG2 	12 	76 	
MEP1 	65 	1518 	
YGR121W-A 	6 	30 	
YGR122W 	47 	1311 	
YGR122C-A 	6 	48 	
PPT1 	0 	0 	
ASN2 	2 	1 	
YGR125W 	123 	2744 	
YGR126W 	23 	1062 	
YGR127W 	25 	536 	
UTP8 	21 	234 	
SYF2 	5 	43 	
YGR130C 	24 	252 	
FHN1 	8 	33 	
PHB1 	6 	92 	
PEX4 	35 	405 	
CAF130 	62 	729 	
PRE9 	6 	12 	
LSB1 	31 	1055 	
YGR137W 	5 	73 	
TPO2 	65 	824 	
YGR139W 	4 	110 	
CBF2 	87 	1237 	
VPS62 	32 	311 	
BTN2 	32 	767 	
SKN1 	67 	1208 	
THI4 	6 	9 	
ENP2 	33 	706 	
ECL1 	13 	141 	
YGR146C-A 	14 	225 	
NAT2 	22 	249 	
RPL24B 	20 	193 	
YGR149W 	34 	675 	
CCM1 	53 	510 	
YGR151C 	2 	1 	
RSR1 	35 	537 	
YGR153W 	5 	17 	
GTO1 	27 	383 	
CYS4 	37 	357 	
PTI1 	39 	462 	
CHO2 	57 	1087 	
MTR3 	8 	29 	
NSR1 	30 	575 	
YGR160W 	5 	14 	
RTS3 	15 	110 	
YGR161W-C 	1 	0 	
TIF4631 	106 	2788 	
GTR2 	13 	63 	
YGR164W 	9 	75 	
MRPS35 	16 	445 	
TRS65 	36 	460 	
CLC1 	54 	1928 	
YGR168C 	40 	558 	
PUS6 	10 	69 	
YGR169C-A 	8 	69 	
PSD2 	50 	599 	
MSM1 	41 	1029 	
YIP1 	3 	4 	
RBG2 	76 	1753 	
CBP4 	27 	642 	
YGR174W-A 	1 	0 	
ERG1 	17 	176 	
YGR176W 	13 	193 	
ATF2 	34 	570 	
PBP1 	28 	219 	
OKP1 	22 	395 	
RNR4 	35 	114 	
TIM13 	7 	237 	
YGR182C 	24 	291 	
QCR9 	7 	10 	
UBR1 	170 	3742 	
TYS1 	27 	477 	
TFG1 	45 	1022 	
HGH1 	26 	461 	
BUB1 	139 	3071 	
CRH1 	37 	195 	
YGR190C 	25 	230 	
HIP1 	95 	2256 	
TDH3 	43 	788 	
PDX1 	16 	203 	
XKS1 	21 	377 	
SKI6 	17 	125 	
FYV8 	53 	751 	
SNG1 	87 	1824 	
YPP1 	110 	2416 	
PMT6 	141 	3791 	
ELP2 	37 	325 	
YGR201C 	5 	39 	
PCT1 	11 	190 	
YCH1 	9 	90 	
ADE3 	61 	1137 	
YGR204C-A 	2 	7 	
TDA10 	35 	537 	
MVB12 	29 	554 	
CIR1 	8 	21 	
SER2 	26 	440 	
TRX2 	10 	28 	
YGR210C 	26 	668 	
ZPR1 	15 	189 	
SLI1 	30 	484 	
RTA1 	20 	363 	
RPS0A 	14 	167 	
RSM27 	0 	0 	
GPI1 	29 	200 	
CCH1 	203 	3858 	
CRM1 	161 	4153 	
YGR219W 	0 	0 	
MRPL9 	2 	2 	
TOS2 	35 	424 	
PET54 	22 	196 	
HSV2 	40 	1328 	
AZR1 	13 	135 	
AMA1 	40 	489 	
YGR226C 	12 	68 	
DIE2 	57 	1630 	
YGR228W 	8 	137 	
SMI1 	32 	518 	
BNS1 	8 	151 	
PHB2 	26 	472 	
NAS6 	18 	187 	
PHO81 	68 	1781 	
YHB1 	31 	401 	
MIC26 	19 	136 	
SPG1 	4 	38 	
YGR237C 	51 	790 	
KEL2 	81 	1910 	
PEX21 	16 	342 	
PFK1 	108 	3031 	
YGR240C-A 	9 	41 	
YAP1802 	61 	1054 	
YGR242W 	7 	79 	
FMP43 	8 	322 	
LSC2 	28 	534 	
SDA1 	33 	336 	
BRF1 	38 	869 	
CPD1 	11 	166 	
SOL4 	5 	26 	
MGA1 	30 	341 	
YGR250C 	53 	1020 	
NOP19 	19 	473 	
GCN5 	35 	1217 	
PUP2 	15 	120 	
ENO1 	53 	1408 	
COQ6 	61 	1610 	
GND2 	50 	1170 	
MTM1 	40 	381 	
RAD2 	68 	732 	
YGR259C 	10 	59 	
TNA1 	30 	322 	
APL6 	87 	1434 	
BUD32 	20 	280 	
SAY1 	52 	1283 	
MES1 	41 	855 	
YGR265W 	9 	195 	
YGR266W 	63 	1681 	
FOL2 	12 	146 	
HUA1 	14 	193 	
YGR269W 	4 	11 	
YTA7 	171 	3891 	
YGR270C-A 	12 	277 	
SLH1 	188 	3030 	
EFG1 	14 	31 	
YGR273C 	12 	127 	
TAF1 	182 	2069 	
RTT102 	11 	71 	
RNH70 	40 	362 	
CAB4 	20 	309 	
CWC22 	29 	299 	
SCW4 	19 	228 	
PXR1 	24 	287 	
YOR1 	81 	853 	
BGL2 	15 	90 	
YGR283C 	24 	420 	
ERV29 	22 	313 	
ZUO1 	23 	232 	
BIO2 	10 	34 	
IMA1 	83 	2035 	
MAL13 	56 	1201 	
MAL11 	85 	1605 	
YGR290W 	21 	454 	
YGR291C 	0 	0 	
MAL12 	32 	444 	
YGR293C 	11 	350 	
PAU12 	15 	269 	
COS6 	61 	1104 	
YRF1-3 	229 	8178 	
YGR296C-A 	16 	374 	
YGR296C-B 	11 	234 	
YHL050C 	81 	1577 	
YHL050W-A 	12 	220 	
YHL049C 	13 	294 	
YHL048C-A 	3 	5 	
COS8 	52 	513 	
ARN2 	113 	2405 	
YHL046W-A 	18 	256 	
PAU13 	8 	117 	
YHL045W 	8 	24 	
YHL044W 	25 	542 	
ECM34 	13 	217 	
YHL042W 	14 	205 	
YHL041W 	8 	122 	
ARN1 	82 	1669 	
EFM1 	69 	1000 	
CBP2 	115 	2962 	
YHL037C 	21 	243 	
MUP3 	87 	1216 	
VMR1 	297 	8005 	
YHL034W-A 	23 	318 	
SBP1 	45 	1092 	
RPL8A 	46 	1027 	
GUT1 	107 	2810 	
GOS1 	65 	1868 	
YHL030W-A 	35 	1006 	
ECM29 	425 	14177 	
OCA5 	63 	2078 	
WSC4 	55 	1616 	
RIM101 	122 	2237 	
YHL026C 	52 	757 	
SNF6 	26 	135 	
RIM4 	166 	6102 	
NPR3 	189 	7128 	
SPO11 	13 	157 	
AIM17 	44 	789 	
OPI1 	21 	343 	
YHL019W-A 	85 	2002 	
APM2 	358 	11680 	
YHL018W 	64 	1079 	
YHL017W 	245 	11513 	
DUR3 	99 	1521 	
YHL015W-A 	4 	28 	
RPS20 	23 	605 	
YLF2 	46 	996 	
OTU2 	5 	16 	
YHL012W 	67 	2215 	
PRS3 	43 	1045 	
ETP1 	155 	5471 	
YAP3 	48 	1079 	
YHL008C 	113 	4164 	
STE20 	99 	1404 	
YHL006W-A 	7 	51 	
SHU1 	9 	106 	
YHL005C 	7 	17 	
MRP4 	64 	1768 	
LAG1 	52 	1103 	
YHL002C-A 	15 	145 	
HSE1 	23 	231 	
RPL14B 	14 	41 	
OSH7 	103 	2641 	
QCR10 	17 	213 	
LEU5 	77 	1988 	
TCD1 	107 	2110 	
NEM1 	37 	908 	
GPA1 	172 	5711 	
TIM10 	12 	222 	
STP2 	86 	1762 	
ERG11 	69 	2462 	
YHR007C-A 	4 	21 	
SOD2 	29 	491 	
TDA3 	103 	4930 	
RPL27A 	58 	2076 	
DIA4 	131 	3301 	
VPS29 	51 	526 	
ARD1 	20 	237 	
SPO13 	69 	1783 	
MIP6 	106 	2534 	
YSC84 	222 	8193 	
YSC83 	256 	8555 	
ARG4 	112 	1741 	
DED81 	203 	10961 	
YHR020W 	159 	3689 	
RPS27B 	9 	136 	
ECM12 	1 	0 	
YHR022C 	0 	0 	
YHR022C-A 	81 	5817 	
MYO1 	893 	36840 	
MAS2 	101 	6546 	
THR1 	186 	3299 	
VMA16 	88 	507 	
RPN1 	584 	2855 	
DAP2 	728 	9992 	
YHR028W-A 	25 	362 	
YHI9 	65 	1247 	
SLT2 	81 	6607 	
RRM3 	143 	5388 	
ERC1 	14 	69 	
YHR032W-A 	53 	2480 	
YHR032C-A 	18 	732 	
YHR033W 	114 	3216 	
PIH1 	219 	8214 	
NEL1 	181 	7901 	
BRL1 	209 	9016 	
PUT2 	228 	5570 	
RRF1 	58 	1160 	
MSC7 	106 	2446 	
VMA10 	38 	625 	
BCD1 	152 	3553 	
SRB2 	77 	2472 	
NCP1 	317 	10469 	
DOG2 	39 	734 	
DOG1 	30 	492 	
YHR045W 	125 	3599 	
INM1 	33 	510 	
AAP1 	235 	8217 	
YHK8 	93 	1079 	
FSH1 	18 	198 	
YHR049C-A 	11 	173 	
SMF2 	104 	3098 	
YHR050W-A 	5 	21 	
COX6 	30 	456 	
CIC1 	74 	824 	
YHR052W-A 	13 	296 	
CUP1-1 	13 	296 	
YHR054C 	60 	675 	
YHR054W-A 	3 	4 	
CUP1-2 	3 	4 	
RSC30 	111 	1656 	
YHR056W-A 	40 	674 	
CPR2 	25 	295 	
MED6 	48 	1371 	
FYV4 	30 	309 	
VMA22 	21 	277 	
GIC1 	19 	251 	
RPP1 	47 	496 	
PAN5 	51 	592 	
YHR063W-A 	10 	91 	
SSZ1 	38 	510 	
RRP3 	31 	395 	
SSF1 	58 	776 	
HTD2 	46 	291 	
DYS1 	85 	627 	
RRP4 	226 	2331 	
YHR069C-A 	33 	88 	
TRM5 	161 	2175 	
YHR070C-A 	20 	592 	
PCL5 	17 	131 	
YHR071C-A 	2 	1 	
ERG7 	115 	1627 	
NOP10 	5 	46 	
OSH3 	76 	1087 	
YHR073W-A 	2 	3 	
YHR073C-B 	0 	0 	
QNS1 	51 	842 	
PPE1 	61 	2076 	
PTC7 	63 	1884 	
NMD2 	88 	2327 	
YHR078W 	29 	444 	
IRE1 	382 	7312 	
SAE3 	32 	225 	
YHR080C 	360 	2712 	
LRP1 	9 	76 	
KSP1 	89 	1895 	
SAM35 	41 	886 	
STE12 	72 	1110 	
IPI1 	49 	965 	
NAM8 	54 	1172 	
YHR086W-A 	3 	9 	
RTC3 	18 	214 	
RPF1 	54 	1464 	
GAR1 	15 	151 	
YNG2 	13 	73 	
MSR1 	27 	359 	
HXT4 	22 	407 	
AHT1 	21 	341 	
HXT1 	65 	1500 	
YHR095W 	27 	411 	
HXT5 	31 	264 	
YHR097C 	32 	545 	
SFB3 	101 	2334 	
TRA1 	273 	5542 	
GEP4 	22 	681 	
BIG1 	47 	952 	
KIC1 	140 	3284 	
SBE22 	104 	2058 	
GRE3 	22 	260 	
YPT35 	7 	37 	
TRR2 	58 	2100 	
CDC12 	20 	706 	
GGA2 	26 	209 	
CTM1 	95 	1764 	
ERP5 	25 	571 	
UBA4 	39 	588 	
YHR112C 	45 	801 	
APE4 	29 	430 	
BZZ1 	76 	1702 	
DMA1 	22 	227 	
COX23 	6 	103 	
TOM71 	105 	2492 	
ORC6 	33 	720 	
SET1 	150 	4083 	
MSH1 	104 	2727 	
LSM12 	14 	68 	
CIA2 	16 	252 	
EPT1 	41 	533 	
NDT80 	108 	2034 	
YHR125W 	6 	29 	
ANS1 	10 	111 	
YHR127W 	11 	96 	
FUR1 	49 	1421 	
ARP1 	55 	1377 	
YHR130C 	3 	10 	
YHR131C 	159 	6175 	
YHR131W-A 	10 	52 	
ECM14 	35 	694 	
IGO2 	32 	505 	
NSG1 	94 	2334 	
WSS1 	15 	156 	
YCK1 	78 	1706 	
SPL2 	16 	267 	
ARO9 	92 	3054 	
YHR137C-A 	36 	619 	
YHR138C 	14 	61 	
SPS100 	22 	404 	
YHR139C-A 	15 	90 	
YHR140W 	25 	496 	
RPL42B 	8 	97 	
CHS7 	59 	1624 	
DSE2 	14 	115 	
RPC10 	5 	34 	
DCD1 	46 	909 	
YHR145C 	5 	83 	
CRP1 	62 	1103 	
MRPL6 	28 	307 	
IMP3 	11 	119 	
SKG6 	165 	4809 	
PEX28 	166 	4296 	
MTC6 	61 	918 	
SPO12 	22 	337 	
SPO16 	53 	954 	
RTT107 	126 	3141 	
YSP1 	106 	1415 	
LIN1 	71 	2703 	
REC104 	7 	28 	
KEL1 	215 	9618 	
TDA11 	60 	1174 	
PEX18 	30 	873 	
YAP1801 	156 	6384 	
MPC2 	46 	1452 	
SOL3 	179 	3989 	
DNA2 	546 	19645 	
PRP8 	692 	31417 	
YHR165W-A 	22 	1003 	
CDC23 	159 	6112 	
THP2 	78 	1609 	
MTG2 	109 	2199 	
DBP8 	72 	1180 	
NMD3 	30 	354 	
ATG7 	210 	8638 	
SPC97 	201 	5590 	
YHR173C 	84 	1654 	
ENO2 	235 	5998 	
CTR2 	106 	642 	
YHR175W-A 	30 	78 	
FMO1 	191 	2038 	
YHR177W 	242 	9071 	
STB5 	14 	218 	
OYE2 	0 	0 	
YHR180W 	59 	1010 	
YHR180W-A 	41 	2097 	
YHR180C-B 	25 	618 	
SVP26 	248 	16258 	
YHR182W 	467 	25841 	
YHR182C-A 	52 	1712 	
GND1 	207 	6870 	
SSP1 	297 	12125 	
PFS1 	6 	54 	
KOG1 	814 	41576 	
IKI1 	198 	8257 	
GPI16 	189 	5944 	
PTH1 	75 	2334 	
ERG9 	571 	108383 	
CTF8 	65 	1374 	
LNP1 	96 	2400 	
EGD2 	9 	67 	
YHR193C-A 	30 	344 	
MDM31 	222 	2045 	
NVJ1 	257 	1902 	
UTP9 	288 	2392 	
RIX1 	228 	1580 	
AIM18 	95 	3039 	
AIM46 	98 	1237 	
NBL1 	12 	145 	
RPN10 	61 	1016 	
PPX1 	168 	5321 	
YHR202W 	59 	1678 	
RPS4B 	26 	355 	
MNL1 	70 	1366 	
SCH9 	140 	2472 	
SKN7 	128 	2841 	
SET5 	20 	514 	
BAT1 	58 	668 	
CRG1 	43 	786 	
YHR210C 	45 	859 	
FLO5 	122 	2854 	
YHR212C 	20 	214 	
YHR212W-A 	14 	160 	
YHR213W 	14 	221 	
YHR213W-A 	40 	1233 	
YHR213W-B 	14 	272 	
YHR214W 	22 	176 	
YHR214W-A 	12 	291 	
YHR214C-D 	7 	37 	
YHR214C-E 	27 	467 	
PHO12 	43 	585 	
IMD2 	51 	1522 	
YHR217C 	35 	652 	
YHR218W 	54 	569 	
YHR218W-A 	16 	173 	
YHR219W 	107 	2520 	
YHR219C-A 	19 	476 	
YIL177C 	138 	2826 	
YIL177W-A 	11 	179 	
PAU14 	14 	185 	
VTH1 	142 	2555 	
IMA3 	63 	881 	
YIL171W-A 	15 	144 	
YIL169C 	163 	3748 	
YIL166C 	126 	3231 	
YIL165C 	16 	344 	
NIT1 	50 	1066 	
YIL163C 	10 	210 	
SUC2 	85 	2542 	
YIL161W 	29 	295 	
POT1 	79 	2767 	
BNR1 	345 	10771 	
AIM20 	26 	814 	
COA1 	16 	481 	
YIL156W-A 	14 	570 	
YIL156W-B 	7 	46 	
UBP7 	143 	4652 	
GUT2 	149 	2643 	
IMP2
RRD1 	8 	76 	
YIL152W 	35 	1036 	
ESL1 	166 	5667 	
MCM10 	177 	7585 	
MLP2 	128 	2211 	
RPL40A 	210 	6561 	
SLN1 	368 	15405 	
ATG32 	97 	2419 	
PAN6 	7 	35 	
NDC80 	70 	2242 	
SSL2 	177 	5216 	
YIL142C-A 	28 	755 	
CCT2 	108 	3333 	
YIL141W 	20 	463 	
AXL2 	111 	3191 	
REV7 	55 	1431 	
TPM2 	15 	222 	
TMA108 	150 	3829 	
OM45 	76 	3086 	
VHS2 	73 	1137 	
YIL134C-A 	9 	28 	
FLX1 	11 	73 	
RPL16A 	27 	314 	
CSM2 	23 	478 	
FKH1 	58 	1126 	
ASG1 	51 	747 	
TAO3 	444 	12488 	
MET18 	205 	6631 	
RRT14 	8 	47 	
STH1 	210 	5469 	
KGD1 	170 	6842 	
AYR1 	23 	593 	
SIM1 	197 	5027 	
POG1 	48 	1497 	
QDR2 	101 	1901 	
QDR1 	76 	2534 	
RPI1 	207 	6071 	
RHO3 	70 	867 	
PRM5 	85 	1760 	
HIS5 	173 	8303 	
YIL115W-A 	40 	875 	
NUP159 	388 	18403 	
POR2 	1 	0 	
SDP1 	10 	94 	
HOS4 	628 	27533 	
COX5B 	56 	2050 	
HPM1 	87 	2472 	
SEC24 	210 	9874 	
YIL108W 	343 	1802 	
PFK26 	799 	6114 	
MOB1 	91 	2390 	
SLM1 	170 	9334 	
YIL105W-A 	14 	279 	
SHQ1 	69 	796 	
DPH1 	91 	3175 	
YIL102C-A 	0 	0 	
YIL102C 	1 	0 	
XBP1 	168 	5350 	
